City,State,Housing type,Project,Units,Sq. ft. per unit,Population density,Neighborhood median income,Total duration (years),Total duration low,Total duration high,Total duration 95% CI,Permitting duration (years),Permitting low,Permitting high,Permitting 95% CI,Rank (longest first)
Nashville,TN,Multifamily,"100 units, 700 sq. ft. each",100,700,"4,000/sq. mi.","$80,000",2.64,2.31,2.97,2.31–2.97,0.77,0.52,1.02,0.52–1.02,22
Portland,OR,Multifamily,"100 units, 700 sq. ft. each",100,700,"4,000/sq. mi.","$80,000",2.6,2.48,2.73,2.48–2.73,0.93,0.86,0.99,0.86–0.99,23
Houston,TX,Multifamily,"100 units, 700 sq. ft. each",100,700,"4,000/sq. mi.","$80,000",2.6,2.51,2.69,2.51–2.69,0.57,0.52,0.62,0.52–0.62,24
Louisville,KY,Multifamily,"100 units, 700 sq. ft. each",100,700,"4,000/sq. mi.","$80,000",2.49,2.18,2.79,2.18–2.79,0.68,0.54,0.82,0.54–0.82,25
Tampa,FL,Multifamily,"100 units, 700 sq. ft. each",100,700,"4,000/sq. mi.","$80,000",2.45,1.96,2.93,1.96–2.93,0.51,0.37,0.65,0.37–0.65,26
Cincinnati,OH,Multifamily,"100 units, 700 sq. ft. each",100,700,"4,000/sq. mi.","$80,000",2.27,1.71,2.83,1.71–2.83,0.57,0.32,0.81,0.32–0.81,27
Phoenix,AZ,Multifamily,"100 units, 700 sq. ft. each",100,700,"4,000/sq. mi.","$80,000",2.24,2.08,2.4,2.08–2.4,0.46,0.39,0.53,0.39–0.53,28
Cleveland,OH,Multifamily,"100 units, 700 sq. ft. each",100,700,"4,000/sq. mi.","$80,000",2.18,1.84,2.53,1.84–2.53,0.55,0.4,0.71,0.4–0.71,29
Sioux Falls,SD,Multifamily,"100 units, 700 sq. ft. each",100,700,"4,000/sq. mi.","$80,000",2.15,1.84,2.47,1.84–2.47,0.23,0.17,0.29,0.17–0.29,30
Kansas City,MO,Multifamily,"100 units, 700 sq. ft. each",100,700,"4,000/sq. mi.","$80,000",2.12,1.86,2.38,1.86–2.38,0.19,0.11,0.26,0.11–0.26,31
Fort Worth,TX,Multifamily,"100 units, 700 sq. ft. each",100,700,"4,000/sq. mi.","$80,000",2.11,2.02,2.2,2.02–2.2,0.33,0.28,0.38,0.28–0.38,32
Jacksonville,FL,Multifamily,"100 units, 700 sq. ft. each",100,700,"4,000/sq. mi.","$80,000",2.1,1.95,2.25,1.95–2.25,0.43,0.37,0.49,0.37–0.49,33
Grand Rapids,MI,Multifamily,"100 units, 700 sq. ft. each",100,700,"4,000/sq. mi.","$80,000",2.08,1.89,2.28,1.89–2.28,0.32,0.21,0.42,0.21–0.42,34
Colorado Springs,CO,Multifamily,"100 units, 700 sq. ft. each",100,700,"4,000/sq. mi.","$80,000",2.05,1.75,2.34,1.75–2.34,0.35,0.26,0.45,0.26–0.45,35
Columbus,OH,Multifamily,"100 units, 700 sq. ft. each",100,700,"4,000/sq. mi.","$80,000",2.04,1.91,2.17,1.91–2.17,0.39,0.36,0.43,0.36–0.43,36
Indianapolis,IN,Multifamily,"100 units, 700 sq. ft. each",100,700,"4,000/sq. mi.","$80,000",2.03,1.86,2.2,1.86–2.2,0.51,0.41,0.6,0.41–0.6,37
Atlanta,GA,Multifamily,"100 units, 700 sq. ft. each",100,700,"4,000/sq. mi.","$80,000",2.02,1.83,2.22,1.83–2.22,0.24,0.19,0.28,0.19–0.28,38
Reno,NV,Multifamily,"100 units, 700 sq. ft. each",100,700,"4,000/sq. mi.","$80,000",1.95,1.72,2.17,1.72–2.17,0.3,0.18,0.42,0.18–0.42,39
Boise,ID,Multifamily,"100 units, 700 sq. ft. each",100,700,"4,000/sq. mi.","$80,000",1.91,1.63,2.19,1.63–2.19,0.41,0.31,0.5,0.31–0.5,40
Raleigh,NC,Multifamily,"100 units, 700 sq. ft. each",100,700,"4,000/sq. mi.","$80,000",1.83,1.64,2.01,1.64–2.01,0.29,0.22,0.36,0.22–0.36,41
St. Paul,MN,Multifamily,"100 units, 700 sq. ft. each",100,700,"4,000/sq. mi.","$80,000",1.69,1.25,2.13,1.25–2.13,0.3,0.19,0.42,0.19–0.42,42
Baton Rouge,LA,Multifamily,"100 units, 900 sq. ft. each",100,900,"4,000/sq. mi.","$80,000",5.63,3.62,7.63,3.62–7.63,1.47,0.77,2.17,0.77–2.17,1
New York,NY,Multifamily,"100 units, 900 sq. ft. each",100,900,"4,000/sq. mi.","$80,000",5.56,5.32,5.8,5.32–5.8,1.45,1.32,1.58,1.32–1.58,2
San Francisco,CA,Multifamily,"100 units, 900 sq. ft. each",100,900,"4,000/sq. mi.","$80,000",5.12,4.7,5.55,4.7–5.55,1.14,0.94,1.34,0.94–1.34,3
Honolulu,HI,Multifamily,"100 units, 900 sq. ft. each",100,900,"4,000/sq. mi.","$80,000",4.61,4,5.22,4–5.22,2.01,1.71,2.32,1.71–2.32,4
Los Angeles,CA,Multifamily,"100 units, 900 sq. ft. each",100,900,"4,000/sq. mi.","$80,000",4.46,4.27,4.66,4.27–4.66,1.61,1.5,1.72,1.5–1.72,5
Oakland,CA,Multifamily,"100 units, 900 sq. ft. each",100,900,"4,000/sq. mi.","$80,000",4.43,3.97,4.89,3.97–4.89,1.14,0.86,1.43,0.86–1.43,6
Boston,MA,Multifamily,"100 units, 900 sq. ft. each",100,900,"4,000/sq. mi.","$80,000",4.35,3.82,4.89,3.82–4.89,1.78,1.42,2.14,1.42–2.14,7
Miami,FL,Multifamily,"100 units, 900 sq. ft. each",100,900,"4,000/sq. mi.","$80,000",4.3,3.62,4.98,3.62–4.98,1.79,1.22,2.36,1.22–2.36,8
Charleston,SC,Multifamily,"100 units, 900 sq. ft. each",100,900,"4,000/sq. mi.","$80,000",3.92,3.23,4.6,3.23–4.6,1.02,0.64,1.41,0.64–1.41,9
Seattle,WA,Multifamily,"100 units, 900 sq. ft. each",100,900,"4,000/sq. mi.","$80,000",3.8,3.49,4.11,3.49–4.11,1.13,1,1.26,1–1.26,10
Philadelphia,PA,Multifamily,"100 units, 900 sq. ft. each",100,900,"4,000/sq. mi.","$80,000",3.55,3.18,3.93,3.18–3.93,0.35,0.28,0.42,0.28–0.42,11
Sacramento,CA,Multifamily,"100 units, 900 sq. ft. each",100,900,"4,000/sq. mi.","$80,000",3.28,2.77,3.79,2.77–3.79,0.95,0.7,1.19,0.7–1.19,12
Spokane,WA,Multifamily,"100 units, 900 sq. ft. each",100,900,"4,000/sq. mi.","$80,000",3.1,2.02,4.18,2.02–4.18,0.2,0.14,0.27,0.14–0.27,13
Austin,TX,Multifamily,"100 units, 900 sq. ft. each",100,900,"4,000/sq. mi.","$80,000",3.03,2.93,3.12,2.93–3.12,0.93,0.87,1,0.87–1,14
San Diego,CA,Multifamily,"100 units, 900 sq. ft. each",100,900,"4,000/sq. mi.","$80,000",2.99,2.77,3.22,2.77–3.22,0.84,0.74,0.94,0.74–0.94,15
Durham,NC,Multifamily,"100 units, 900 sq. ft. each",100,900,"4,000/sq. mi.","$80,000",2.92,2.56,3.28,2.56–3.28,0.47,0.36,0.58,0.36–0.58,16
Jersey City,NJ,Multifamily,"100 units, 900 sq. ft. each",100,900,"4,000/sq. mi.","$80,000",2.92,2.26,3.58,2.26–3.58,0.32,0.12,0.53,0.12–0.53,17
Orlando,FL,Multifamily,"100 units, 900 sq. ft. each",100,900,"4,000/sq. mi.","$80,000",2.87,2.6,3.13,2.6–3.13,0.76,0.63,0.9,0.63–0.9,18
Denver,CO,Multifamily,"100 units, 900 sq. ft. each",100,900,"4,000/sq. mi.","$80,000",2.85,2.7,3,2.7–3,0.66,0.57,0.74,0.57–0.74,19
Nashville,TN,Multifamily,"100 units, 900 sq. ft. each",100,900,"4,000/sq. mi.","$80,000",2.84,2.48,3.2,2.48–3.2,0.84,0.56,1.11,0.56–1.11,20
Washington,DC,Multifamily,"100 units, 900 sq. ft. each",100,900,"4,000/sq. mi.","$80,000",2.8,2.46,3.14,2.46–3.14,0.8,0.65,0.96,0.65–0.96,21
Portland,OR,Multifamily,"100 units, 900 sq. ft. each",100,900,"4,000/sq. mi.","$80,000",2.75,2.61,2.89,2.61–2.89,0.95,0.87,1.03,0.87–1.03,22
Houston,TX,Multifamily,"100 units, 900 sq. ft. each",100,900,"4,000/sq. mi.","$80,000",2.62,2.53,2.71,2.53–2.71,0.58,0.53,0.63,0.53–0.63,23
Louisville,KY,Multifamily,"100 units, 900 sq. ft. each",100,900,"4,000/sq. mi.","$80,000",2.57,2.27,2.87,2.27–2.87,0.71,0.57,0.86,0.57–0.86,24
Tampa,FL,Multifamily,"100 units, 900 sq. ft. each",100,900,"4,000/sq. mi.","$80,000",2.45,1.99,2.9,1.99–2.9,0.5,0.37,0.63,0.37–0.63,25
Cincinnati,OH,Multifamily,"100 units, 900 sq. ft. each",100,900,"4,000/sq. mi.","$80,000",2.34,1.88,2.8,1.88–2.8,0.53,0.34,0.72,0.34–0.72,26
Colorado Springs,CO,Multifamily,"100 units, 900 sq. ft. each",100,900,"4,000/sq. mi.","$80,000",2.33,2.09,2.58,2.09–2.58,0.42,0.34,0.5,0.34–0.5,27
Cleveland,OH,Multifamily,"100 units, 900 sq. ft. each",100,900,"4,000/sq. mi.","$80,000",2.31,1.94,2.67,1.94–2.67,0.61,0.44,0.77,0.44–0.77,28
Phoenix,AZ,Multifamily,"100 units, 900 sq. ft. each",100,900,"4,000/sq. mi.","$80,000",2.3,2.14,2.45,2.14–2.45,0.45,0.38,0.52,0.38–0.52,29
Kansas City,MO,Multifamily,"100 units, 900 sq. ft. each",100,900,"4,000/sq. mi.","$80,000",2.17,1.91,2.44,1.91–2.44,0.19,0.12,0.27,0.12–0.27,30
Fort Worth,TX,Multifamily,"100 units, 900 sq. ft. each",100,900,"4,000/sq. mi.","$80,000",2.17,2.08,2.25,2.08–2.25,0.36,0.31,0.41,0.31–0.41,31
Jacksonville,FL,Multifamily,"100 units, 900 sq. ft. each",100,900,"4,000/sq. mi.","$80,000",2.16,2.01,2.31,2.01–2.31,0.42,0.37,0.48,0.37–0.48,32
Columbus,OH,Multifamily,"100 units, 900 sq. ft. each",100,900,"4,000/sq. mi.","$80,000",2.11,1.98,2.24,1.98–2.24,0.39,0.35,0.42,0.35–0.42,33
Indianapolis,IN,Multifamily,"100 units, 900 sq. ft. each",100,900,"4,000/sq. mi.","$80,000",2.1,1.92,2.28,1.92–2.28,0.52,0.42,0.62,0.42–0.62,34
Atlanta,GA,Multifamily,"100 units, 900 sq. ft. each",100,900,"4,000/sq. mi.","$80,000",2.09,1.89,2.29,1.89–2.29,0.25,0.2,0.3,0.2–0.3,35
Sioux Falls,SD,Multifamily,"100 units, 900 sq. ft. each",100,900,"4,000/sq. mi.","$80,000",2.09,1.77,2.41,1.77–2.41,0.23,0.17,0.3,0.17–0.3,36
Grand Rapids,MI,Multifamily,"100 units, 900 sq. ft. each",100,900,"4,000/sq. mi.","$80,000",2.09,1.9,2.27,1.9–2.27,0.32,0.22,0.42,0.22–0.42,37
Reno,NV,Multifamily,"100 units, 900 sq. ft. each",100,900,"4,000/sq. mi.","$80,000",2,1.76,2.24,1.76–2.24,0.31,0.19,0.43,0.19–0.43,38
Boise,ID,Multifamily,"100 units, 900 sq. ft. each",100,900,"4,000/sq. mi.","$80,000",1.93,1.63,2.22,1.63–2.22,0.4,0.31,0.49,0.31–0.49,39
Raleigh,NC,Multifamily,"100 units, 900 sq. ft. each",100,900,"4,000/sq. mi.","$80,000",1.89,1.73,2.05,1.73–2.05,0.31,0.24,0.38,0.24–0.38,40
St. Paul,MN,Multifamily,"100 units, 900 sq. ft. each",100,900,"4,000/sq. mi.","$80,000",1.74,1.37,2.12,1.37–2.12,0.31,0.2,0.42,0.2–0.42,41
Baton Rouge,LA,Multifamily,"100 units, 1,200 sq. ft. each",100,1200,"4,000/sq. mi.","$80,000",5.89,3.78,8,3.78–8,1.63,0.85,2.4,0.85–2.4,1
New York,NY,Multifamily,"100 units, 1,200 sq. ft. each",100,1200,"4,000/sq. mi.","$80,000",5.73,5.48,5.98,5.48–5.98,1.47,1.33,1.61,1.33–1.61,2
San Francisco,CA,Multifamily,"100 units, 1,200 sq. ft. each",100,1200,"4,000/sq. mi.","$80,000",5.18,4.78,5.58,4.78–5.58,1.16,0.96,1.36,0.96–1.36,3
Honolulu,HI,Multifamily,"100 units, 1,200 sq. ft. each",100,1200,"4,000/sq. mi.","$80,000",4.74,4.12,5.37,4.12–5.37,2.1,1.78,2.42,1.78–2.42,4
Los Angeles,CA,Multifamily,"100 units, 1,200 sq. ft. each",100,1200,"4,000/sq. mi.","$80,000",4.6,4.4,4.81,4.4–4.81,1.59,1.48,1.7,1.48–1.7,5
Charleston,SC,Multifamily,"100 units, 1,200 sq. ft. each",100,1200,"4,000/sq. mi.","$80,000",4.57,3.54,5.6,3.54–5.6,2.01,1.35,2.67,1.35–2.67,6
Boston,MA,Multifamily,"100 units, 1,200 sq. ft. each",100,1200,"4,000/sq. mi.","$80,000",4.32,3.8,4.83,3.8–4.83,1.74,1.39,2.08,1.39–2.08,7
Miami,FL,Multifamily,"100 units, 1,200 sq. ft. each",100,1200,"4,000/sq. mi.","$80,000",4.3,3.66,4.94,3.66–4.94,1.84,1.28,2.4,1.28–2.4,8
Oakland,CA,Multifamily,"100 units, 1,200 sq. ft. each",100,1200,"4,000/sq. mi.","$80,000",4.25,3.76,4.74,3.76–4.74,1.02,0.8,1.23,0.8–1.23,9
Seattle,WA,Multifamily,"100 units, 1,200 sq. ft. each",100,1200,"4,000/sq. mi.","$80,000",3.83,3.5,4.16,3.5–4.16,1.14,1,1.27,1–1.27,10
Philadelphia,PA,Multifamily,"100 units, 1,200 sq. ft. each",100,1200,"4,000/sq. mi.","$80,000",3.55,3.18,3.92,3.18–3.92,0.35,0.29,0.42,0.29–0.42,11
Spokane,WA,Multifamily,"100 units, 1,200 sq. ft. each",100,1200,"4,000/sq. mi.","$80,000",3.33,2.07,4.59,2.07–4.59,0.2,0.13,0.27,0.13–0.27,12
Sacramento,CA,Multifamily,"100 units, 1,200 sq. ft. each",100,1200,"4,000/sq. mi.","$80,000",3.19,2.67,3.7,2.67–3.7,0.94,0.68,1.19,0.68–1.19,13
Austin,TX,Multifamily,"100 units, 1,200 sq. ft. each",100,1200,"4,000/sq. mi.","$80,000",3.12,3.02,3.22,3.02–3.22,0.94,0.88,1.01,0.88–1.01,14
Nashville,TN,Multifamily,"100 units, 1,200 sq. ft. each",100,1200,"4,000/sq. mi.","$80,000",3.09,2.69,3.49,2.69–3.49,0.91,0.6,1.22,0.6–1.22,15
Orlando,FL,Multifamily,"100 units, 1,200 sq. ft. each",100,1200,"4,000/sq. mi.","$80,000",3.03,2.76,3.3,2.76–3.3,0.86,0.72,1,0.72–1,16
San Diego,CA,Multifamily,"100 units, 1,200 sq. ft. each",100,1200,"4,000/sq. mi.","$80,000",2.99,2.76,3.22,2.76–3.22,0.85,0.75,0.95,0.75–0.95,17
Durham,NC,Multifamily,"100 units, 1,200 sq. ft. each",100,1200,"4,000/sq. mi.","$80,000",2.95,2.6,3.3,2.6–3.3,0.47,0.36,0.57,0.36–0.57,18
Portland,OR,Multifamily,"100 units, 1,200 sq. ft. each",100,1200,"4,000/sq. mi.","$80,000",2.93,2.74,3.12,2.74–3.12,0.98,0.88,1.08,0.88–1.08,19
Jersey City,NJ,Multifamily,"100 units, 1,200 sq. ft. each",100,1200,"4,000/sq. mi.","$80,000",2.9,2.24,3.56,2.24–3.56,0.33,0.12,0.53,0.12–0.53,20
Denver,CO,Multifamily,"100 units, 1,200 sq. ft. each",100,1200,"4,000/sq. mi.","$80,000",2.83,2.69,2.97,2.69–2.97,0.65,0.57,0.73,0.57–0.73,21
Washington,DC,Multifamily,"100 units, 1,200 sq. ft. each",100,1200,"4,000/sq. mi.","$80,000",2.76,2.41,3.1,2.41–3.1,0.8,0.64,0.95,0.64–0.95,22
Colorado Springs,CO,Multifamily,"100 units, 1,200 sq. ft. each",100,1200,"4,000/sq. mi.","$80,000",2.71,2.5,2.93,2.5–2.93,0.52,0.45,0.59,0.45–0.59,23
Louisville,KY,Multifamily,"100 units, 1,200 sq. ft. each",100,1200,"4,000/sq. mi.","$80,000",2.67,2.37,2.98,2.37–2.98,0.75,0.6,0.91,0.6–0.91,24
Houston,TX,Multifamily,"100 units, 1,200 sq. ft. each",100,1200,"4,000/sq. mi.","$80,000",2.65,2.55,2.74,2.55–2.74,0.58,0.53,0.64,0.53–0.64,25
Cleveland,OH,Multifamily,"100 units, 1,200 sq. ft. each",100,1200,"4,000/sq. mi.","$80,000",2.45,2.04,2.86,2.04–2.86,0.68,0.49,0.86,0.49–0.86,26
Tampa,FL,Multifamily,"100 units, 1,200 sq. ft. each",100,1200,"4,000/sq. mi.","$80,000",2.45,2.01,2.88,2.01–2.88,0.48,0.35,0.62,0.35–0.62,27
Cincinnati,OH,Multifamily,"100 units, 1,200 sq. ft. each",100,1200,"4,000/sq. mi.","$80,000",2.41,2.02,2.81,2.02–2.81,0.49,0.33,0.64,0.33–0.64,28
Phoenix,AZ,Multifamily,"100 units, 1,200 sq. ft. each",100,1200,"4,000/sq. mi.","$80,000",2.36,2.2,2.53,2.2–2.53,0.44,0.37,0.51,0.37–0.51,29
Kansas City,MO,Multifamily,"100 units, 1,200 sq. ft. each",100,1200,"4,000/sq. mi.","$80,000",2.23,1.95,2.52,1.95–2.52,0.2,0.12,0.28,0.12–0.28,30
Fort Worth,TX,Multifamily,"100 units, 1,200 sq. ft. each",100,1200,"4,000/sq. mi.","$80,000",2.23,2.14,2.32,2.14–2.32,0.4,0.35,0.46,0.35–0.46,31
Jacksonville,FL,Multifamily,"100 units, 1,200 sq. ft. each",100,1200,"4,000/sq. mi.","$80,000",2.23,2.08,2.38,2.08–2.38,0.42,0.36,0.47,0.36–0.47,32
Columbus,OH,Multifamily,"100 units, 1,200 sq. ft. each",100,1200,"4,000/sq. mi.","$80,000",2.19,2.05,2.34,2.05–2.34,0.39,0.35,0.42,0.35–0.42,33
Indianapolis,IN,Multifamily,"100 units, 1,200 sq. ft. each",100,1200,"4,000/sq. mi.","$80,000",2.19,1.99,2.39,1.99–2.39,0.54,0.43,0.65,0.43–0.65,34
Atlanta,GA,Multifamily,"100 units, 1,200 sq. ft. each",100,1200,"4,000/sq. mi.","$80,000",2.17,1.96,2.38,1.96–2.38,0.27,0.21,0.32,0.21–0.32,35
Grand Rapids,MI,Multifamily,"100 units, 1,200 sq. ft. each",100,1200,"4,000/sq. mi.","$80,000",2.09,1.9,2.28,1.9–2.28,0.33,0.23,0.43,0.23–0.43,36
Reno,NV,Multifamily,"100 units, 1,200 sq. ft. each",100,1200,"4,000/sq. mi.","$80,000",2.07,1.82,2.33,1.82–2.33,0.32,0.19,0.45,0.19–0.45,37
Sioux Falls,SD,Multifamily,"100 units, 1,200 sq. ft. each",100,1200,"4,000/sq. mi.","$80,000",2.03,1.7,2.35,1.7–2.35,0.24,0.17,0.32,0.17–0.32,38
Raleigh,NC,Multifamily,"100 units, 1,200 sq. ft. each",100,1200,"4,000/sq. mi.","$80,000",1.96,1.81,2.12,1.81–2.12,0.34,0.26,0.41,0.26–0.41,39
Boise,ID,Multifamily,"100 units, 1,200 sq. ft. each",100,1200,"4,000/sq. mi.","$80,000",1.94,1.63,2.26,1.63–2.26,0.39,0.3,0.49,0.3–0.49,40
St. Paul,MN,Multifamily,"100 units, 1,200 sq. ft. each",100,1200,"4,000/sq. mi.","$80,000",1.81,1.45,2.16,1.45–2.16,0.32,0.21,0.43,0.21–0.43,41
Baton Rouge,LA,Multifamily,"100 units, 1,500 sq. ft. each",100,1500,"4,000/sq. mi.","$80,000",6.1,3.9,8.29,3.9–8.29,1.76,0.91,2.61,0.91–2.61,1
New York,NY,Multifamily,"100 units, 1,500 sq. ft. each",100,1500,"4,000/sq. mi.","$80,000",5.87,5.6,6.14,5.6–6.14,1.48,1.35,1.62,1.35–1.62,2
San Francisco,CA,Multifamily,"100 units, 1,500 sq. ft. each",100,1500,"4,000/sq. mi.","$80,000",5.22,4.8,5.64,4.8–5.64,1.18,0.97,1.38,0.97–1.38,3
Charleston,SC,Multifamily,"100 units, 1,500 sq. ft. each",100,1500,"4,000/sq. mi.","$80,000",5.14,3.75,6.54,3.75–6.54,3.4,2.14,4.66,2.14–4.66,4
Honolulu,HI,Multifamily,"100 units, 1,500 sq. ft. each",100,1500,"4,000/sq. mi.","$80,000",4.85,4.19,5.51,4.19–5.51,2.18,1.84,2.52,1.84–2.52,5
Los Angeles,CA,Multifamily,"100 units, 1,500 sq. ft. each",100,1500,"4,000/sq. mi.","$80,000",4.71,4.49,4.94,4.49–4.94,1.57,1.45,1.69,1.45–1.69,6
Miami,FL,Multifamily,"100 units, 1,500 sq. ft. each",100,1500,"4,000/sq. mi.","$80,000",4.3,3.68,4.92,3.68–4.92,1.88,1.33,2.43,1.33–2.43,7
Boston,MA,Multifamily,"100 units, 1,500 sq. ft. each",100,1500,"4,000/sq. mi.","$80,000",4.29,3.77,4.81,3.77–4.81,1.7,1.36,2.04,1.36–2.04,8
Oakland,CA,Multifamily,"100 units, 1,500 sq. ft. each",100,1500,"4,000/sq. mi.","$80,000",4.12,3.56,4.68,3.56–4.68,0.93,0.74,1.12,0.74–1.12,9
Seattle,WA,Multifamily,"100 units, 1,500 sq. ft. each",100,1500,"4,000/sq. mi.","$80,000",3.86,3.51,4.2,3.51–4.2,1.14,1,1.28,1–1.28,10
Philadelphia,PA,Multifamily,"100 units, 1,500 sq. ft. each",100,1500,"4,000/sq. mi.","$80,000",3.55,3.18,3.92,3.18–3.92,0.36,0.29,0.43,0.29–0.43,11
Spokane,WA,Multifamily,"100 units, 1,500 sq. ft. each",100,1500,"4,000/sq. mi.","$80,000",3.52,2.11,4.94,2.11–4.94,0.2,0.13,0.28,0.13–0.28,12
Nashville,TN,Multifamily,"100 units, 1,500 sq. ft. each",100,1500,"4,000/sq. mi.","$80,000",3.3,2.87,3.74,2.87–3.74,0.98,0.64,1.32,0.64–1.32,13
Austin,TX,Multifamily,"100 units, 1,500 sq. ft. each",100,1500,"4,000/sq. mi.","$80,000",3.19,3.07,3.31,3.07–3.31,0.95,0.88,1.02,0.88–1.02,14
Orlando,FL,Multifamily,"100 units, 1,500 sq. ft. each",100,1500,"4,000/sq. mi.","$80,000",3.16,2.88,3.44,2.88–3.44,0.95,0.79,1.1,0.79–1.1,15
Sacramento,CA,Multifamily,"100 units, 1,500 sq. ft. each",100,1500,"4,000/sq. mi.","$80,000",3.12,2.59,3.65,2.59–3.65,0.93,0.66,1.2,0.66–1.2,16
Portland,OR,Multifamily,"100 units, 1,500 sq. ft. each",100,1500,"4,000/sq. mi.","$80,000",3.07,2.83,3.31,2.83–3.31,1,0.87,1.12,0.87–1.12,17
Colorado Springs,CO,Multifamily,"100 units, 1,500 sq. ft. each",100,1500,"4,000/sq. mi.","$80,000",3.05,2.79,3.31,2.79–3.31,0.61,0.52,0.69,0.52–0.69,18
San Diego,CA,Multifamily,"100 units, 1,500 sq. ft. each",100,1500,"4,000/sq. mi.","$80,000",2.99,2.76,3.23,2.76–3.23,0.86,0.75,0.97,0.75–0.97,19
Durham,NC,Multifamily,"100 units, 1,500 sq. ft. each",100,1500,"4,000/sq. mi.","$80,000",2.97,2.61,3.34,2.61–3.34,0.46,0.36,0.57,0.36–0.57,20
Jersey City,NJ,Multifamily,"100 units, 1,500 sq. ft. each",100,1500,"4,000/sq. mi.","$80,000",2.89,2.23,3.54,2.23–3.54,0.33,0.13,0.53,0.13–0.53,21
Denver,CO,Multifamily,"100 units, 1,500 sq. ft. each",100,1500,"4,000/sq. mi.","$80,000",2.81,2.67,2.96,2.67–2.96,0.65,0.56,0.73,0.56–0.73,22
Louisville,KY,Multifamily,"100 units, 1,500 sq. ft. each",100,1500,"4,000/sq. mi.","$80,000",2.76,2.44,3.07,2.44–3.07,0.79,0.62,0.95,0.62–0.95,23
Washington,DC,Multifamily,"100 units, 1,500 sq. ft. each",100,1500,"4,000/sq. mi.","$80,000",2.73,2.38,3.08,2.38–3.08,0.79,0.63,0.95,0.63–0.95,24
Houston,TX,Multifamily,"100 units, 1,500 sq. ft. each",100,1500,"4,000/sq. mi.","$80,000",2.67,2.57,2.77,2.57–2.77,0.59,0.54,0.64,0.54–0.64,25
Cleveland,OH,Multifamily,"100 units, 1,500 sq. ft. each",100,1500,"4,000/sq. mi.","$80,000",2.57,2.13,3.02,2.13–3.02,0.73,0.53,0.94,0.53–0.94,26
Cincinnati,OH,Multifamily,"100 units, 1,500 sq. ft. each",100,1500,"4,000/sq. mi.","$80,000",2.48,2.07,2.88,2.07–2.88,0.46,0.31,0.61,0.31–0.61,27
Tampa,FL,Multifamily,"100 units, 1,500 sq. ft. each",100,1500,"4,000/sq. mi.","$80,000",2.45,2.02,2.87,2.02–2.87,0.47,0.34,0.61,0.34–0.61,28
Phoenix,AZ,Multifamily,"100 units, 1,500 sq. ft. each",100,1500,"4,000/sq. mi.","$80,000",2.41,2.23,2.6,2.23–2.6,0.43,0.36,0.51,0.36–0.51,29
Kansas City,MO,Multifamily,"100 units, 1,500 sq. ft. each",100,1500,"4,000/sq. mi.","$80,000",2.28,1.98,2.59,1.98–2.59,0.21,0.12,0.3,0.12–0.3,30
Jacksonville,FL,Multifamily,"100 units, 1,500 sq. ft. each",100,1500,"4,000/sq. mi.","$80,000",2.28,2.12,2.45,2.12–2.45,0.42,0.36,0.47,0.36–0.47,31
Fort Worth,TX,Multifamily,"100 units, 1,500 sq. ft. each",100,1500,"4,000/sq. mi.","$80,000",2.28,2.19,2.37,2.19–2.37,0.44,0.38,0.5,0.38–0.5,32
Columbus,OH,Multifamily,"100 units, 1,500 sq. ft. each",100,1500,"4,000/sq. mi.","$80,000",2.26,2.09,2.42,2.09–2.42,0.38,0.34,0.43,0.34–0.43,33
Indianapolis,IN,Multifamily,"100 units, 1,500 sq. ft. each",100,1500,"4,000/sq. mi.","$80,000",2.25,2.04,2.47,2.04–2.47,0.55,0.44,0.67,0.44–0.67,34
Atlanta,GA,Multifamily,"100 units, 1,500 sq. ft. each",100,1500,"4,000/sq. mi.","$80,000",2.24,2.02,2.46,2.02–2.46,0.28,0.22,0.34,0.22–0.34,35
Reno,NV,Multifamily,"100 units, 1,500 sq. ft. each",100,1500,"4,000/sq. mi.","$80,000",2.13,1.86,2.4,1.86–2.4,0.33,0.2,0.46,0.2–0.46,36
Grand Rapids,MI,Multifamily,"100 units, 1,500 sq. ft. each",100,1500,"4,000/sq. mi.","$80,000",2.09,1.88,2.3,1.88–2.3,0.34,0.23,0.45,0.23–0.45,37
Raleigh,NC,Multifamily,"100 units, 1,500 sq. ft. each",100,1500,"4,000/sq. mi.","$80,000",2.02,1.86,2.19,1.86–2.19,0.36,0.27,0.44,0.27–0.44,38
Sioux Falls,SD,Multifamily,"100 units, 1,500 sq. ft. each",100,1500,"4,000/sq. mi.","$80,000",1.98,1.64,2.31,1.64–2.31,0.25,0.17,0.33,0.17–0.33,39
Boise,ID,Multifamily,"100 units, 1,500 sq. ft. each",100,1500,"4,000/sq. mi.","$80,000",1.96,1.62,2.29,1.62–2.29,0.39,0.29,0.48,0.29–0.48,40
St. Paul,MN,Multifamily,"100 units, 1,500 sq. ft. each",100,1500,"4,000/sq. mi.","$80,000",1.86,1.46,2.25,1.46–2.25,0.33,0.22,0.45,0.22–0.45,41
New York,NY,Multifamily,"150 units, 700 sq. ft. each",150,700,"4,000/sq. mi.","$80,000",5.66,5.4,5.92,5.4–5.92,1.45,1.31,1.59,1.31–1.59,1
San Francisco,CA,Multifamily,"150 units, 700 sq. ft. each",150,700,"4,000/sq. mi.","$80,000",5.15,4.66,5.65,4.66–5.65,1.06,0.85,1.26,0.85–1.26,2
